1,3,1,0,0,0
2,0,0,0,0,0
8,3,6,0,0,0
3,3,5,0,0,0
2,0,0,0,0,0
1,0,1,0,0,0
3,0,0,0,0,0
3,1,0,0,0,0
2,1,2,0,0,0
2,1,0,0,0,0
1,7,3,0,0,0
4,1,1,0,0,0
4,1,0,0,0,0
1,1,0,0,0,0
4,1,1,0,0,0
1,3,0,0,0,0
1,1,1,0,0,0
1,1,0,0,0,0
1,0,0,0,0,0
6,3,2,0,0,0
4,5,0,0,0,0
3,2,2,0,0,0
1,1,0,0,0,0
1,0,0,0,0,0
1,1,5,2,0,0
2,2,1,0,0,0
3,2,2,0,0,0
1,1,0,0,0,0
1,2,0,0,0,0
5,66,58,1,0,0
3,17,13,4,0,0
4,1,1,0,0,0
8,1,1,0,0,0
2,0,1,0,0,0
1,3,0,0,0,0
1,0,2,0,0,0
1,4,0,0,0,0
1,0,1,0,0,0
1,1,1,0,0,0
5,2,0,0,0,0
1,0,0,0,0,0
1,1,3,0,0,0
2,0,0,0,0,0
1,1,2,0,0,0
1,1,1,0,0,0
1,0,0,0,0,0
2,3,1,0,0,0
1,1,0,0,0,0
2,0,3,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,1,2,0,0,0
1,2,0,0,0,0
2,0,0,0,0,0
3,2,1,0,0,0
6,3,3,0,0,0
3,1,0,0,0,0
1,2,0,0,0,0
6,0,3,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
2,1,1,0,0,0
2,0,1,0,0,0
3,1,0,0,0,0
1,0,1,0,0,0
4,1,0,0,0,0
10,1,1,0,0,0
1,2,2,0,0,0
2,0,1,0,0,0
1,0,0,0,0,0
2,10,1,0,0,0
2,1,1,0,0,0
1,1,0,0,0,0
3,2,0,0,0,0
2,1,0,0,0,0
5,3,4,0,0,0
2,2,0,0,0,0
1,1,0,0,0,0
2,1,1,0,0,0
1,5,2,0,0,0
2,0,2,0,0,0
5,1,1,0,0,0
4,1,0,0,0,0
3,2,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
2,2,0,0,0,0
2,1,0,0,0,0
2,1,1,0,0,0
3,3,0,0,0,0
1,0,2,0,0,0
1,0,0,0,0,0
1,1,0,0,0,0
2,2,0,0,0,0
1,2,0,0,0,0
2,2,0,0,0,0
4,2,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
1,0,0,0,0,0
1,2,0,0,0,0
7,0,1,0,0,0
4,1,0,0,0,0
1,0,1,0,0,0
3,3,0,0,0,0
3,2,0,0,0,0
1,1,0,0,0,0
2,0,0,0,0,0
1,0,1,0,0,0
2,2,0,0,0,0
6,2,3,4,0,0
6,2,1,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
1,3,0,0,0,0
2,1,0,0,0,0
2,0,0,0,0,0
1,2,1,0,0,0
1,1,0,0,0,0
1,3,0,0,0,0
2,0,0,0,0,0
1,1,3,0,0,0
1,2,1,0,0,0
4,1,0,0,0,0
2,3,1,0,0,0
2,1,0,0,0,0
2,0,0,0,0,0
1,2,0,0,0,0
1,0,1,0,0,0
1,2,1,0,0,0
2,2,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
1,4,5,0,0,0
1,1,0,0,0,0
1,0,0,0,0,0
2,2,0,0,0,0
2,0,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
4,1,0,0,0,0
2,0,0,0,0,0
1,1,0,0,0,0
2,15,13,2,0,0
2,1,0,0,0,0
1,0,0,0,0,0
4,2,2,0,0,0
2,2,1,0,0,0
1,1,1,0,0,0
2,0,1,0,0,0
1,1,1,0,0,0
2,0,0,0,0,0
2,1,0,0,0,0
3,2,0,0,0,0
1,1,0,0,0,0
2,0,2,0,0,0
5,1,2,0,0,0
3,2,0,1,0,0
2,0,2,0,0,0
3,0,0,0,0,0
1,6,9,3,0,0
3,0,0,0,0,0
13,7,1,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
4,0,0,0,0,0
3,0,1,0,0,0
1,2,1,0,0,0
1,3,4,0,0,0
5,1,0,0,0,0
1,1,0,0,0,0
1,1,2,0,0,0
1,2,3,0,0,0
2,5,0,0,0,0
1,2,1,0,0,0
1,1,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,1,1,0,0,0
3,0,3,0,0,0
5,0,3,0,0,0
4,0,0,0,0,0
2,1,0,0,0,0
2,0,1,0,0,0
2,0,2,0,0,0
10,5,2,0,0,0
1,1,0,0,0,0
4,0,0,0,0,0
1,1,0,0,0,0
1,1,0,0,0,0
3,1,0,0,0,0
5,0,2,0,0,0
2,1,1,0,0,0
2,47,46,6,0,0
2,1,0,0,0,0
4,0,1,0,0,0
3,2,0,0,0,0
3,1,0,0,0,0
2,1,0,0,0,0
2,2,1,0,0,0
1,2,0,0,0,0
2,0,0,0,0,0
8,1,1,0,0,0
1,1,1,0,0,0
6,0,1,0,0,0
1,1,0,0,0,0
3,0,1,0,0,0
