3,19,1,0
3,12,2,0
3,609,149,8
1,12,2,0
3,14,6,0
1,17,1,0
2,753,205,19
4,18,6,0
8,16,1,0
15,19,7,119
4,19,2,0
3,4,5,0
14,1278,182,13
3,592,175,2
1,9,4,0
2,4,8,9
3,15,1,1
8,50,6,10
2,22,3,1
6,16,3,1
5,13,3,5
10,60,2,3
3,32,1,1
2,11,6,2
8,13,2,6
3,14,2,2
5,14,3,5
1,46,4,3
11,25,5,5
6,22,6,2
3,8,4,2
3,31,2,5
1,13,1,3
4,18,1,3
8,70,17,1
9,20,6,2
8,28,8,1
2,10,7,3
4,22,4,1
4,21,1,1
3,2,2,6
1,219,54,1
4,11,1,1
1,22,4,1
6,40,3,2
3,46,23,64
1,19,6,1
1,17,1,3
1,280,95,2
6,442,139,5
1,12,5,6
2,26,6,1
1,528,144,1
3,10,3,1
6,54,12,5
1,13,2,8
1,19,2,4
5,6,3,5
2,777,206,6
8,502,141,4
2,10,3,6
7,1586,399,15
2,43,6,1
2,11,1,2
2,697,193,2
6,64,6,2
4,33,6,3
7,13,3,2
8,63,5,5
2,225,21,11
10,21,5,1
1,341,60,1
1,14,2,1
5,1,3,3
7,25,3,5
7,29,5,2
5,35,7,6
4,18,1,1
2,13,10,3
4,3,2,1
2,9,7,2
7,36,1,5
8,69,7,3
2,30,2,6
4,34,2,2
4,9,5,5
1,25,7,1
2,577,138,3
5,26,4,3
3,17,9,4
3,14,1,8
2,187,56,3
6,25,1,3
7,17,5,2
6,52,20,3
8,49,8,5
3,406,89,5
3,532,208,12
3,325,103,3
2,13,1,1
10,8,1,1
3,6,3,3
2,12,1,2
1,17,6,3
11,54,4,2
2,17,2,2
15,89,14,1
3,34,8,4
1,16,1,1
6,40,7,1
2,135,22,4
4,25,2,3
1,16,2,2
4,35,6,2
15,32,2,1
4,17,7,4
1,498,110,5
2,48,6,3
1,6,1,3
3,10,5,5
6,42,11,6
30,114,22,16
2,14,2,1
2,111,22,6
11,22,6,3
2,12,1,3
5,378,79,6
2,10,7,1
11,33,15,4
1,12,3,8
11,85,22,9
3,861,266,40
10,566,100,8
11,44,9,2
6,31,7,3
3,43,9,2
26,105,11,5
3,23,3,3
4,16,8,1
19,70,13,5
1,352,79,15
4,11,3,3
13,105,17,1
8,62,9,11
9,71,8,1
2,14,1,4
4,34,3,3
8,29,7,1
1,28,7,1
4,26,7,8
2,18,1,3
3,11,1,1
3,43,4,3
7,490,124,13
3,46,11,22
3,10,11,18
5,398,82,7
5,892,203,13
4,22,6,2
1,22,2,2
1,34,11,4
1,495,108,4
1,28,2,1
1,18,3,6
3,411,93,8
3,29,1,3
2,7,2,1
3,14,6,1
5,111,38,2
7,63,11,1
2,47,7,4
10,14,12,13
4,35,9,3
4,22,5,1
1,11,1,2
2,29,9,1
2,433,72,3
1,38,2,5
1,8,3,2
3,41,4,1
2,52,8,1
1,12,3,1
5,8,8,5
9,9,4,2
6,13,2,3
7,11,1,5
2,240,23,2
4,20,5,2
1,227,54,3
2,5,4,1
7,19,9,3
5,31,10,1
3,24,13,1
6,55,10,1
2,13,1,2
9,326,55,4
3,1076,243,11
8,17,4,1
4,19,3,2
9,18,5,1
1,11,1,7
4,27,2,5
4,465,161,5
1,13,3,2
1,9,6,3
6,46,18,1
8,33,2,1
4,7,7,1
12,75,9,4
7,13,9,2
1,32,5,2
6,23,10,7
4,27,5,2
1,35,5,1
11,38,11,2
5,5,4,2
3,28,1,4
9,1171,306,11
2,337,54,1
4,24,2,1
7,26,9,2
2,7,14,45
16,65,13,2
10,57,11,1
7,26,4,1
21,61,14,16
8,60,14,1
4,623,111,8
8,667,150,5
14,111,11,3
3,20,3,1
1,284,64,7
7,41,15,2
1,16,1,10
2,4,3,7
1,30,7,2
4,3,3,3
1,746,137,14
3,8,1,1
1,6,3,1
2,355,110,1
1,125,49,3
3,1060,267,21
14,80,11,1
4,386,103,3
10,24,2,2
4,300,56,12
8,88,19,7
6,6,1,1
1,5,3,2
1,18,3,12
2,22,3,10
8,9,4,1
16,60,11,1
4,21,1,2
3,102,36,1
13,34,6,2
11,28,6,1
2,42,47,34
11,33,8,10
8,49,11,2
4,60,8,2
4,795,163,12
10,38,5,5
4,16,1,1
2,36,5,4
3,9,3,3
4,334,76,10
2,18,3,5
2,22,7,1
4,322,109,5
2,24,6,9
1,2,9,1
4,17,5,3
4,1,2,4
17,49,8,3
1,9,3,3
9,120,37,9
2,6,3,1
4,34,10,5
1,287,89,4
5,31,2,6
16,18,3,2
3,448,94,1
1,264,49,8
1,18,3,1
6,990,217,11
1,6,3,1
5,13,1,1
2,4,5,4
8,71,7,23
11,21,1,1
7,48,7,4
4,54,17,3
4,19,5,2
5,517,125,6
8,68,7,8
1,16,1,1
9,14,5,4
3,302,102,4
3,27,3,1
15,66,5,1
5,22,10,10
1,123,18,3
1,30,3,4
5,9,12,43
4,70,7,3
1,43,14,7
5,37,8,1
1,458,114,11
1,17,6,1
1,672,238,21
5,36,5,1
1,168,37,4
1,270,61,9
5,49,12,7
2,19,3,2
5,15,1,2
7,73,8,1
6,15,2,2
9,60,11,2
7,45,4,3
8,34,4,4
3,622,144,13
2,21,3,35
1,1086,269,29
12,61,4,4
5,16,2,1
3,22,5,1
5,30,3,2
1,20,4,1
5,535,137,2
4,43,4,2
6,8,1,2
5,709,214,14
1,8,3,2
7,11,1,5
3,204,41,2
7,18,9,4
1,9,1,3
3,881,246,3
3,15,4,4
18,92,22,7
1,18,1,1
12,30,3,2
13,91,27,1
1,957,261,7
2,459,143,10
1,10,2,2
9,60,14,5
13,69,6,1
6,19,6,6
4,28,5,6
7,28,5,2
1,3,2,11
5,35,3,1
9,739,180,7
2,23,10,3
5,30,3,4
5,26,7,3
5,39,7,2
1,26,12,4
4,24,7,2
2,380,73,4
2,3,5,5
4,48,7,3
1,11,1,4
5,32,3,5
2,10,3,3
2,475,96,14
5,62,7,9
1,40,15,5
3,28,13,1
2,183,35,5
1,38,3,2
3,15,4,3
3,11,1,2
4,5,5,2
3,313,85,78
8,24,2,10
1,9,2,3
3,14,1,2
16,77,2,4
7,13,5,2
3,19,3,1
1,345,77,1
2,25,2,8
4,418,141,4
16,1477,362,6
5,479,122,6
2,20,9,1
2,31,5,2
1,19,2,5
7,46,14,1
4,16,1,3
1,470,112,1
1,33,2,2
2,8,1,7
7,56,9,2
1,13,1,10
7,890,169,14
2,12,10,1
2,567,185,3
2,22,4,1
2,1191,284,51
2,1,5,7
4,31,5,1
3,13,2,3
17,41,16,3
6,35,9,3
5,25,2,2
7,15,12,2
5,49,11,2
6,23,12,3
2,14,2,3
1,10,4,1
16,39,9,2
4,29,10,3
5,896,200,20
12,38,6,1
6,872,210,7
11,43,10,2
6,5,2,1
4,28,6,5
2,5,2,2
4,420,119,6
3,363,111,3
5,724,189,1
2,39,7,1
1,9,8,1
1,131,11,2
8,56,9,2
6,26,5,1
1,107,20,27
5,724,182,11
2,13,1,2
3,45,5,1
1,21,6,2
3,39,8,4
2,26,11,1
2,16,70,72
4,46,8,2
4,19,1,2
4,24,4,3
4,17,1,1
12,66,4,8
3,4,4,1
1,9,2,1
9,799,269,3
6,1393,389,47
10,58,13,4
4,303,64,1
1,187,47,1
4,436,144,5
3,36,9,8
3,7,1,2
3,9,2,5
7,66,6,2
1,21,1,5
2,130,25,2
6,63,10,4
3,586,215,4
1,577,174,25
3,42,2,3
7,333,64,1
1,16,5,2
8,19,11,26
1,5,4,4
6,15,9,2
5,11,8,4
3,117,33,1
1,54,13,1
2,46,3,3
2,14,7,4
8,56,13,1
3,12,4,3
11,129,19,2
4,9,2,1
4,19,6,1
3,4,5,3
7,14,3,10
2,4,1,7
12,80,19,3
1,320,64,2
5,31,5,1
1,181,61,4
1,46,2,3
7,76,8,1
10,62,7,4
6,44,10,4
2,89,8,7
9,766,170,4
2,3,2,8
17,67,12,3
8,40,4,3
1,5,2,18
2,3,2,3
9,470,118,7
3,41,2,9
3,9,3,4
5,32,7,4
2,15,3,5
4,43,9,9
4,9,2,1
2,19,6,1
1,44,9,4
2,17,1,1
3,27,3,3
1,98,32,13
8,19,2,4
9,118,28,1
2,149,38,1
2,11,3,2
1,9,1,3
11,49,7,4
1,462,96,9
7,19,8,5
2,7,2,3
3,249,71,10
5,38,4,1
1,418,108,1
3,9,3,1
5,13,3,2
5,11,2,11
3,14,1,8
1,471,121,1
6,28,6,4
3,15,6,14
19,44,4,1
1,754,220,21
7,1746,472,10
5,1135,298,12
3,723,190,7
11,28,6,4
1,23,4,4
2,14,1,5
5,125,19,1
4,48,4,1
1,381,104,10
1,278,73,10
1,20,3,2
6,99,13,61
1,47,2,6
3,85,17,4
1,94,41,33
3,140,31,5
4,26,3,4
5,461,104,19
3,26,2,2
2,18,8,5
4,11,6,1
2,27,1,2
4,1041,259,19
5,22,4,2
7,34,9,1
1,17,2,9
2,653,146,8
3,476,120,1
5,466,128,3
6,26,9,2
7,586,143,14
5,14,6,1
2,35,10,2
3,22,5,5
7,418,78,17
1,4,3,12
11,742,117,7
2,43,2,5
2,561,108,18
5,56,4,4
6,22,2,5
6,48,14,7
6,19,1,19
5,601,111,9
4,23,8,3
1,410,91,4
3,8,17,95
3,18,1,2
6,15,1,21
24,3562,969,76
2,512,149,2
8,1192,304,6
7,34,13,7
3,25,4,1
6,516,93,2
2,15,1,7
7,20,8,1
2,17,5,22
4,520,107,10
4,28,1,3
2,21,1,4
8,39,15,2
4,91,28,2
4,41,4,4
10,27,8,2
4,36,4,9
1,2,15,75
2,4,3,2
6,265,75,9
5,32,4,1
3,9,1,7
2,27,8,4
3,34,5,1
5,459,118,10
6,15,11,3
2,18,7,2
11,28,3,7
1,9,1,1
3,665,146,9
6,45,6,1
3,18,6,5
2,14,1,1
4,56,13,9
7,48,10,2
10,42,1,2
11,54,13,4
3,60,3,3
18,66,21,3
10,63,11,15
1,20,3,4
4,45,12,2
7,30,10,4
1,21,4,7
3,30,1,2
1,17,4,5
1,20,3,3
7,42,3,7
2,174,33,4
8,20,5,2
1,24,4,2
10,24,7,3
3,17,2,2
1,84,19,5
1,8,2,2
4,8,1,4
5,46,8,1
4,44,12,5
6,22,3,1
9,10,5,9
9,863,204,19
1,44,17,2
4,1037,218,15
2,45,4,9
13,31,6,11
11,19,2,1
11,18,4,9
1,14,4,4
1,531,106,1
1,78,44,3
9,1071,253,35
3,436,111,12
