379,0.050738,3,548,144,6,0,0
380,0.132883,8,854,252,221,16,1
382,0.209769,4,58,8,56,14,11
383,0.119116,6,22,17,6,1,10
385,0.091728,18,97,26,50,116,378
386,0.048653,5,589,141,2,0,0
387,0.391244,3,14,2,1,2,4
389,0.24947,5,35,26,355,30,6
390,0,2,15,4,4,0,0
392,0.185463,2,19,41,332,24,7
394,0.068715,95,8436,48482,73871,49286,13490
395,0.125658,7,43,2,6,0,0
396,0.214845,19,4369,1297,194,1,4
399,0.16649,2,21,35,179,5,2
401,0.098959,4,526,123,99,16,12
402,0.180525,3,12,9,84,1,1
404,0.274036,1,23,46,117,3,1
406,0,2,23,1,3,0,0
407,0.106792,9,26,4,17,63,23
410,0.216397,5,21,2,1,0,0
412,0.1449,6,74,15,2,0,0
413,0,3,11,2,1,0,0
414,0,1,10,2,1,0,0
415,0.246023,5,32,10,2,0,0
417,0,9,10,1,2,0,0
418,0,1,13,2,2,0,0
422,0.25101,4,12,50,387,43,5
423,0.151655,2,965,197,88,19,11
424,0.128463,8,873,174,17,0,0
425,0.439497,2,4,2,3,0,0
427,0.122292,13,94,3,6,1,3
428,0.092057,4,12,56,255,13,1
429,0.153391,10,106,127,741,51,3
430,0.322757,2,23,7,2,0,0
431,0,1,3,3,4,0,0
432,0.259065,1,38,135,1672,173,17
433,0.322757,2,13,1,1,0,0
434,0.29619,8,28,279,4191,560,75
435,0.146094,5,40,2,1,0,0
436,0.27139,4,16,3,1,6,13
437,0.135716,2,16,4,103,18,15
439,0.211712,23,156,454,5706,667,66
440,0.244765,7,10,1,535,112,75
441,0.242292,3,15,6,1,0,0
442,0.150359,51,215,10,27,18,3
443,0.077936,8,102,939,11273,1435,139
444,0.073488,26,2404,664,37,1,10
445,0.413817,2,5,3,2,0,0
446,0.175565,3,26,6,3,0,0
447,0,2,10,3,2,0,0
448,0.176706,10,2535,624,69,2,1
449,0.218044,5,151,37,8,0,0
450,0.127419,6,41,8,2,0,0
452,0.192164,6,11,9,267,69,44
453,0,2,15,1,0,0,0
454,0.413817,1,13,1,1,2,6
455,0.132388,1,130,31,1,0,0
456,0.162326,7,66,6,5,0,0
457,0.228109,15,67,7,227,56,34
458,0.362051,4,22,2,1,0,0
459,0.098959,1,27,13,27,3,7
461,0.116115,1,9,10,28,9,7
462,0.153358,6,23,117,431,54,1
464,0.233631,3,47,204,925,76,4
465,0.101067,3,33,4,3,32,1
467,0.525113,7,69,2,2309,577,377
468,0.25593,1,9,5,4,9,65
470,0.32406,7,33,4,361,92,44
471,0.181166,2,18,2,138,42,17
472,0.141441,5,36,6,1,1,1
473,0.503258,2,14,10,1,0,0
475,0.043676,1,314,95,9,0,0
477,0.108023,2,40,6,15,4,3
478,0.309543,7,50,10,5,0,0
479,0,3,28,2,2,0,0
481,0,1,7,1,1,2,1
483,0.266765,5,4,1,4,43,9
485,0.044943,9,98,124,902,76,6
486,0.153742,2,16,14,13,0,0
487,0.063693,7,186,1119,7837,676,47
488,0,7,27,9,5,0,0
489,0,5,10,6,1,0,0
490,0.167027,6,54,14,7,0,0
494,0.118175,15,1265,327,21,0,0
495,0.141441,5,33,8,2,1,1
496,0.050921,2,816,223,6,0,0
497,0.204703,2,978,248,19,0,0
498,0.242292,3,13,3,6,0,0
499,0.224327,1,135,29,1,0,0
500,0.309543,11,26,1,12,1,3
501,0.114676,1,14,2,81,21,11
503,0,5,33,3,10,2,1
504,0.235193,3,20,2,1,0,0
505,0.210842,3,22,3,2,0,0
506,0.276195,2,18,1,0,0,0
507,0.238893,4,58,35,328,6,2
508,0.103275,8,62,52,168,5,1
510,0.093171,5,66,12,1,0,0
513,0.210988,3,535,255,287,25,4
516,0.098959,4,55,12,7,0,0
518,0,3,4,1,8,8,3
520,0,1,5,3,2,0,0
521,0.066655,3,688,187,6,0,0
522,0.258019,3,12,5,3,0,0
523,0,2,9,3,3,0,0
525,0,1,10,2,1,0,0
526,0.075458,3,1215,390,22,0,0
527,0.235193,7,84,10,3,0,0
530,0,2,26,4,1,0,0
531,0.091402,11,55,19,1,0,0
533,0.137099,1,34,11,6,0,0
536,0.33729,2,21,7,2,0,0
538,0.228538,1,15,5,6,0,0
539,0,2,3,1,6,1,2
540,0.139233,1,27,21,2,0,0
542,0.322757,1,10,2,4,0,0
543,0.160294,6,947,222,20,0,0
544,0.183122,2,30,1,3,0,0
546,0.173781,5,42,17,13,0,0
547,0.112979,5,722,196,4,0,0
548,0.225364,8,15,14,18,0,0
549,0.151676,4,949,261,22,0,0
550,0.242292,2,460,144,214,4,1
551,0.266765,1,15,4,2,0,0
552,0,12,7,7,1,0,0
553,0.391244,2,10,1,0,0,0
554,0.094782,6,30,87,483,51,1
555,0.101067,18,32,11,15,0,0
557,0.430552,15,78,8,1,0,0
558,0.084081,2,24,50,293,10,2
559,0.156491,1,20,5,15,2,1
561,0.188854,8,69,39,222,7,1
562,0.210842,7,20,20,37,17,229
564,0.121858,5,718,168,13,0,0
565,0.123645,1,42,85,471,50,2
566,0.239753,10,81,244,25011,8484,1863
568,0.242292,3,7,2,13,0,0
569,0.148549,1,34,6,6,0,0
570,0.054751,1,253,56,10,0,0
572,0.200622,2,22,3,5,0,0
573,0,4,40,2,13,0,0
574,0.303375,4,24,7,2,0,0
576,0,1,16,3,3,2,2
577,0.258019,1,12,4,6,0,0
579,0,4,6,4,2,0,0
580,0.15935,3,37,2,1,0,0
582,0.191433,1,13,15,5,0,0
583,0.242292,7,47,13,8,0,0
586,0.052198,1,89,672,3564,225,23
587,0.228538,1,21,3,2,0,0
592,0.258019,1,8,4,10,0,0
593,0.13059,3,15,79,463,47,1
594,0.168661,12,63,4,1,0,0
596,0.101022,2,58,341,4536,505,33
598,0.119116,8,39,10,5,0,0
599,0.222285,1,7,3,11,5,1
600,0,1,16,5,9,0,0
602,0.135154,4,40,1259,47054,15919,3119
603,0.200622,10,98,16,4,0,0
605,0.065914,11,86,23,8,0,0
606,0.083543,1,222,54,11,0,0
607,0,1,12,4,1,0,0
608,0.120681,1,44,14,2,0,0
609,0.119337,5,51,57,278,41,1
612,0.098447,5,704,184,49,0,0
613,0.105591,1,347,79,5,0,0
615,0.12492,3,312,88,6,0,0
616,0.179256,7,19,1,10,0,0
617,0.094084,18,45,17,3,0,0
618,0,2,28,2,2,0,0
619,0.266765,5,14,2,1,0,0
620,0,4,16,6,1,0,0
621,0.153742,15,106,13,1,0,0
622,0.114676,7,46,11,1,0,0
623,0.297472,8,33,9,20,2,4
626,0.162326,11,85,21,7,1,1
627,0.232928,5,13,12,49,0,0
628,0.137099,5,40,6,1,0,0
630,0.071504,1,36,74,341,11,1
631,0.125658,4,44,4,6,0,0
632,0.232928,13,51,14,1,0,0
633,0.139233,12,26,2,7,2,2
636,0.103275,5,55,3,11,0,0
637,0.080323,4,511,180,10,0,0
638,0.06953,1,441,141,17,0,0
639,0.258019,6,30,6,4,0,0
641,0.146094,8,22,6,10,1,1
645,0.155563,1,208,54,3,0,0
646,0.136681,2,599,164,18,0,0
647,0.156491,12,28,13,197,13,1
648,0.110581,13,9,3,52,43,16
649,0.235193,2,21,1,2,0,0
650,0.229288,14,1447,353,38,2,1
652,0.168314,4,601,146,11,0,0
654,0.085555,3,49,193,1134,100,13
656,0,2,9,1,3,0,0
660,0.080793,2,24,6,46,14,8
661,0,3,17,5,4,0,0
662,0,2,10,11,3,0,0
664,0.167956,17,171,50,284,40,1
665,0,4,20,1,0,0,0
666,0.151097,4,36,9,63,25,1
667,0.043588,5,9,1,130,40,25
668,0.146094,9,32,24,25,4,2
669,0.26144,2,164,48,12,0,0
671,0,5,12,2,2,0,0
672,0.112203,7,84,271,2430,249,31
673,0.172037,15,83,16,3,0,0
674,0.062628,25,761,157,4,4,2
675,0.219341,6,113,2914,47239,12054,1583
677,0.228538,4,17,2,4,0,0
678,0,2,5,2,3,1,1
679,0.088072,6,491,122,11,0,0
680,0.629249,4,5,4,6,0,0
681,0.143938,1,852,193,30,0,0
683,0.142271,4,572,7357,44891,6338,695
684,0.276195,1,34,8,75,7,1
685,0.067953,9,687,269,22,0,0
686,0.247722,3,690,176,5,0,0
687,0.084996,21,60,12,1,0,0
692,0.309543,3,30,5,33,1,0
693,0,7,46,1,0,0,0
696,0.073785,14,2410,566,24,1,0
698,0,2,15,1,0,0,0
700,0.266765,1,20,1,0,0,0
702,0.413817,1,10,1,0,0,0
703,0.067333,5,284,104,105,1,0
704,0.426229,7,15,1,0,0,0
705,0,2,12,1,0,0,0
706,0.03685,7,1032,224,17,1,0
707,0.095017,2,365,104,20,1,0
708,0.297472,1,17,1,0,0,0
710,0.439497,2,8,1,0,0,0
711,0,3,10,1,0,0,0
712,0,1,13,1,0,0,0
713,0,4,12,4,1,1,0
714,0,9,23,1,0,0,0
715,0.353359,1,13,1,0,0,0
717,0.286397,2,17,1,0,0,0
719,0.266765,5,29,1,8,1,0
720,0.139233,11,39,1,0,0,0
723,0,1,10,1,0,0,0
724,0.249882,7,29,2,9,1,0
725,0,9,9,1,0,0,0
726,0.439497,3,7,1,0,0,0
728,0,7,14,1,0,0,0
729,0,1,18,1,0,0,0
735,0.040593,3,344,98,11,1,0
739,0.131107,12,34,4,4,1,0
741,0,1,33,1,0,0,0
742,0.301379,1,28,40,98,1,0
743,0,3,17,1,0,0,0
744,0,1,11,2,0,0,0
745,0.193892,1,229,61,9,1,0
747,0,4,11,1,0,0,0
748,0.185803,2,930,218,15,1,0
749,0,3,11,1,0,0,0
750,0.353359,1,13,1,0,0,0
752,0,2,7,1,0,0,0
755,0.242292,2,22,1,0,0,0
756,0.33729,1,14,1,0,0,0
758,0.380947,8,14,1,3,1,0
759,0.125906,8,297,98,1,1,0
762,0.307566,3,239,72,30,1,0
763,0.095017,2,118,85,40,1,0
765,0.391244,4,21,1,0,0,0
767,0.322757,3,23,3,4,1,0
768,0.413817,2,4,2,3,1,0
769,0,6,5,1,0,0,0
770,0.127908,3,500,116,4,1,0
771,0.200622,16,15,1,0,0,0
772,0.124798,3,10,3,84,17,0
773,0.12395,10,24,20,4,1,0
774,0.087451,10,1695,352,29,2,0
776,0.078856,1,404,104,5,1,0
779,0.171057,1,675,146,2,1,0
780,0.468996,4,15,1,0,0,0
781,0.165427,3,27,1,9,1,0
783,0.468996,4,5,1,0,0,0
784,0.162326,2,15,5,101,3,0
785,0,19,48,6,8,1,0
786,0.151968,1,41,132,232,5,0
787,0.242292,2,19,2,1,1,0
788,0.170033,21,2122,505,43,1,0
789,0.123115,1,17,27,173,20,0
790,0.286397,3,39,6,7,5,0
791,0.056111,4,1376,308,19,2,0
792,0.240216,1,274,68,7,4,0
793,0,3,18,2,1,1,0
794,0.092821,11,1170,320,16,2,0
795,0.118786,2,676,180,12,1,0
797,0.183489,15,1561,325,37,1,0
798,0.068125,1,3,23,95,1,0
799,0.034005,19,651,140,33,2,0
801,0.052304,11,1246,391,41,1,0
802,0,4,8,1,0,0,0
803,0.764205,4,13,1,0,0,0
806,0.09597,6,41,2,31,1,0
807,0,1,11,1,0,0,0
808,0.195039,4,526,153,13,1,0
809,0.233933,8,1327,345,21,1,0
810,0.165427,1,39,1,0,0,0
811,0,3,13,1,0,0,0
813,0.078668,6,800,199,23,5,0
814,0.048828,7,1903,451,23,1,0
815,0.094836,12,1601,482,41,1,0
817,0.172037,2,4,3,28,2,0
819,0.332991,3,25,7,75,4,0
824,0.225364,1,36,8,7,3,0
825,0.083543,1,24,19,47,5,0
826,0.068502,3,2003,551,130,1,0
827,0.246023,8,28,4,8,1,0
829,0.077417,9,104,55,134,14,0
830,0,3,21,1,6,1,0
832,0,1,15,1,0,0,0
833,0.235193,2,24,15,10,1,0
834,0.059775,5,331,84,7,5,0
835,0.097941,1,19,20,36,3,0
836,0.200622,5,15,2,6,4,0
837,0.222285,5,22,1,0,0,0
838,0.257695,3,490,92,13,1,0
841,0.166796,3,42,32,188,19,0
842,0,1,4,1,3,1,0
843,0,4,5,1,0,0,0
844,0.102713,10,112,17,9,1,0
845,0.129234,1,10,4,34,7,0
848,0.156491,13,56,12,3,4,0
849,0.353359,1,13,1,0,0,0
850,0.439497,3,7,1,0,0,0
851,0.130727,5,653,161,6,3,0
852,0.238685,1,30,5,9,6,0
853,0.099729,4,1607,449,25,1,0
855,0.281194,21,43,15,2,1,0
856,0.187555,11,104,107,496,50,0
857,0.065491,4,25,24,75,1,0
858,0.182383,7,452,91,27,2,0
859,0.28555,2,399,90,10,1,0
860,0.15188,4,25,53,361,14,0
861,0.094548,3,1283,351,12,1,0
864,0.0669,12,2177,528,46,3,0
866,0.249882,2,21,1,0,0,0
867,0.235193,1,9,2,1,13,0
868,0.173196,10,90,13,2,1,0
869,0.106792,1,13,11,42,4,0
870,0.105789,10,335,76,9,1,0
871,0.239874,26,90,29,6,1,0
873,0.164082,1,446,120,9,4,0
874,0.179624,10,2056,550,40,1,0
875,0.297472,9,24,3,1,1,0
876,0.116115,8,895,217,31,1,0
877,0.041594,2,498,163,2,1,0
878,0.118732,6,59,31,141,12,0
880,0.103275,6,13,15,36,4,0
882,0.075268,1,27,9,65,7,0
883,0.119781,4,324,85,14,4,0
884,0,4,26,4,1,3,0
887,0.083829,1,380,86,9,2,0
888,0.194267,2,660,218,320,1,0
890,0.116665,3,775,210,28,2,0
891,0.13304,2,48,67,96,3,0
893,0.142573,5,23,8,56,7,0
896,0.13304,3,31,3,14,3,0
898,0.168661,2,551,149,14,4,0
899,0.249882,3,36,2,4,3,0
900,0.139233,1,10,5,32,3,0
902,0.333522,1,10,10,40,4,0
905,0.120681,3,10,40,120,10,0
906,0.112633,12,762,200,17,6,0
908,0.210842,5,20,3,1,1,0
909,0.353359,4,10,1,0,0,0
911,0.1929,14,78,5,3,1,0
912,0.063402,2,644,205,82,6,0
915,0.200622,4,18,9,27,6,0
917,0.107919,3,653,164,20,1,0
918,0.163148,12,895,161,11,6,0
919,0.11339,9,645,122,10,5,0
920,0.105001,6,202,37,35,10,0
923,0.150727,3,50,112,155,3,0
924,0.260145,8,66,13,3,1,0
925,0,4,16,1,0,0,0
927,0.103925,9,831,168,17,3,0
928,0.235193,5,20,1,0,0,0
929,0,6,6,1,0,0,0
930,0.294212,1,9,18,101,6,0
931,0.148549,6,27,8,98,2,0
932,0.132438,1,560,137,7,1,0
933,0.286397,5,14,1,0,0,0
935,0.153435,4,1252,297,18,8,0
936,0.076307,6,404,95,30,1,0
938,0.0939,4,650,128,41,9,0
939,0.194769,2,27,22,81,1,0
940,0.246023,8,16,2,16,7,0
941,0.286397,3,16,1,0,0,0
943,0,1,14,5,9,3,0
944,0,2,7,1,0,0,0
945,0.244765,3,1,1,61,8,0
946,0.172037,3,59,77,132,2,0
947,0,5,8,1,0,0,0
948,0.208181,3,25,49,324,26,0
950,0.170947,2,669,152,41,1,0
951,0.038139,4,807,159,12,2,0
952,0.061974,7,878,196,19,3,0
953,0.468996,2,7,1,0,0,0
954,0.239874,11,54,1,9,1,0
955,0.181354,9,124,399,582,16,0
956,0.107516,2,1237,292,11,7,0
957,0.322757,3,9,1,1,3,0
958,0.100828,1,556,120,8,1,0
959,0.153294,7,1066,267,11,4,0
962,0.11191,3,14,10,39,1,0
963,0.231813,4,31,8,8,2,0
964,0.06141,1,55,188,440,13,0
966,0.183122,6,14,9,70,9,0
967,0.198235,13,42,6,3,1,0
968,0.353359,1,18,2,8,1,0
969,0.116115,5,42,8,67,6,0
970,0,5,12,3,1,2,0
971,0.251199,1,20,45,186,34,0
973,0.098651,10,576,173,20,4,0
975,0,5,17,1,0,0,0
976,0,2,18,1,2,1,0
977,0.076868,4,350,66,4,1,0
978,0.217354,5,528,147,7,5,0
979,0.246023,7,32,4,4,2,0
981,0.210842,3,14,2,10,1,0
982,0.23349,3,11,62,224,15,0
984,0.276195,2,18,1,0,0,0
986,0.191433,4,40,14,73,5,0
987,0.121867,4,1100,245,36,1,0
988,0.237508,1,34,5,28,9,0
989,0.117595,14,41,3,4,1,0
990,0.191433,4,34,8,20,2,0
992,0.114676,9,31,9,13,3,0
993,0.178504,12,74,24,65,11,0
994,0.165184,3,380,104,45,2,0
995,0.170678,14,2066,730,63,3,0
996,0.246784,4,20,39,58,1,0
998,0.200622,11,29,16,39,1,0
999,0.103475,3,987,256,6,3,0
1000,0.122526,10,1239,402,23,2,0
1001,0.468996,2,7,1,0,0,0
1002,0.468996,1,8,1,0,0,0
1003,0.232928,5,27,7,34,6,0
1005,0.208181,4,18,8,30,1,0
1009,0.322757,6,5,1,3,2,0
1010,0.216397,2,15,2,3,7,0
1012,0,4,27,2,0,0,0
1013,0.116007,202,1290,213,19,6,0
1014,0,1,8,1,0,0,0
1017,0,2,6,1,1,4,0
1018,0.096699,5,979,274,21,5,0
1019,0.233828,3,21,42,62,3,0
1020,0.126532,4,16,19,72,4,0
1021,0.253878,3,10,6,72,3,0
1022,0.162326,3,13,14,50,4,0
1023,0.11191,4,13,9,35,6,0
1025,0.048207,4,1026,248,25,1,0
1026,0.391244,2,10,1,0,0,0
1027,0.158065,6,913,239,14,1,0
1028,0.33729,3,14,18,57,4,0
1029,0.299526,10,26,84,474,46,0
1031,0.031344,4,250,54,1,1,0
1032,0,1,16,1,0,0,0
1033,0.195909,7,10,6,5,5,0
1035,0.20184,6,13,14,87,7,0
1036,0.137099,6,29,2,2,13,0
1037,0.216397,7,10,6,2,4,0
1038,0.134725,6,538,135,10,2,0
1039,0,4,7,1,0,0,0
1040,0.057778,9,38,29,71,3,0
1042,0.074272,11,753,192,34,7,0
1043,0.116115,2,19,52,114,5,0
1044,0.162326,2,31,5,1,3,0
1045,0.247062,3,322,235,237,7,0
1046,0.160823,3,10,19,278,30,0
1048,0.12395,5,37,12,3,2,0
