0,0,0,7,1,2
34,10,2,1,0,0
105,45,4,1,0,0
8,10,0,15,1,1
14,1,0,0,0,0
17,5,2,1,0,0
33,10,1,1,0,0
14,14,1,1,0,0
35,511,90,18,0,0
36,466,46,4,0,0
14,8,1,0,0,0
4,1,5,1,0,0
0,0,0,16,0,0
0,0,1,11,0,0
20,3,2,17,0,0
7,11,1,3,0,0
67,32,1,5,0,0
28,14,2,36,0,0
65,27,1,7,0,0
56,378,87,3,0,0
11,1,0,0,0,0
11,1,0,0,0,0
0,0,0,1,9,2
17,11,3,2,0,0
52,566,80,9,0,0
16,2,1,6,0,0
13,7,1,0,0,0
70,679,79,10,0,0
17,9,1,1,0,0
14,1,0,0,0,0
7,6,1,0,0,0
28,15,18,63,0,0
9,1,0,0,0,0
0,0,1,102,0,0
46,18,5,6,0,0
28,16,4,2,0,0
10,1,2,1,0,0
28,12,2,11,0,0
0,0,0,10,2,1
39,5,4,12,0,0
8,226,48,4,0,0
21,16,1,1,0,0
156,53,22,36,0,0
33,79,9,17,0,0
123,44,3,6,0,0
193,94,3,3,0,0
1174,458,33,8,0,0
47,22,6,4,0,0
85,37,6,2,0,0
22,12,1,3,0,0
19,228,49,3,0,0
65,588,92,4,0,0
0,16,6,2,0,0
1,33,41,17,0,0
27,8,2,7,0,0
36,16,2,1,0,0
17,6,2,5,0,0
113,324,48,3,0,0
10,1,2,2,0,0
203,30,7,3,0,0
0,0,0,0,6,4
0,0,0,0,2,9
0,0,0,38,0,0
13,126,16,2,0,0
33,27,1,0,0,0
40,315,45,1,0,0
115,549,82,14,0,0
26,7,2,23,0,0
30,17,1,4,0,0
0,0,0,0,0,11
16,317,77,1,0,0
45,17,2,1,0,0
164,50,7,1,0,0
85,804,123,11,0,0
26,417,65,5,0,0
36,15,1,3,0,0
20,323,63,5,0,0
114,16,0,12,0,0
79,293,45,4,0,0
19,206,31,5,0,0
77,42,9,10,0,0
95,35,1,6,0,0
11,1,0,0,0,0
64,28,5,8,0,0
45,620,114,7,0,0
38,14,2,10,0,0
4,85,14,7,0,0
0,0,0,0,13,2
0,0,0,0,4,6
99,1506,269,15,0,0
67,16,4,2,0,0
114,58,2,4,0,0
8,4,1,4,0,0
28,18,1,7,0,0
11,28,18,66,4,1
0,0,0,14,1,2
0,0,0,0,0,23
24,12,4,5,0,0
15,3,0,61,2,1
11,1,0,0,0,0
79,10,3,1,0,0
81,43,3,3,0,0
46,174,32,7,0,0
106,31,6,10,0,0
45,22,2,1,0,0
188,108,52,146,9,2
47,27,2,5,0,0
29,210,38,1,0,0
109,474,58,1,0,0
11,9,1,0,0,0
58,19,1,7,0,0
31,16,14,7,0,0
43,26,8,32,0,0
24,15,2,8,0,0
43,18,6,10,0,0
60,25,3,1,0,0
18,13,6,47,1,1
42,34,5,2,0,0
14,257,55,2,0,0
15,151,18,19,0,0
12,8,2,5,0,0
15,20,1,4,0,0
68,24,1,1,0,0
110,948,162,3,0,0
0,0,0,0,20,17
11,13,1,9,0,0
15,11,4,5,0,0
0,0,0,2,0,10
18,375,50,9,0,0
29,15,14,62,1,1
68,80,107,217,3,1
47,10,2,4,0,0
0,0,0,0,14,7
24,4,7,17,0,0
15,5,0,16,0,0
0,0,0,4,12,22
24,14,1,5,0,0
42,14,1,0,0,0
7,182,21,2,0,0
22,222,33,6,0,0
25,10,2,2,0,0
53,547,91,3,0,0
9,152,20,14,0,0
91,30,5,1,0,0
26,170,25,1,0,0
33,458,94,6,0,0
21,1,0,0,0,0
0,0,4,0,0,38
0,0,0,10,0,0
287,2954,546,46,0,0
20,1,0,0,0,0
0,0,0,25,0,12
30,22,2,7,0,0
52,9,0,24,0,0
45,13,1,1,0,0
33,120,26,3,0,0
113,41,8,2,0,0
30,17,1,3,0,0
8,75,13,4,0,0
200,43,16,2,0,0
14,1,0,0,0,0
57,34,3,1,0,0
36,180,16,8,0,0
42,12,7,2,0,0
17,11,1,1,0,0
21,3,1,1,0,0
0,0,0,0,7,18
74,19,8,12,0,0
53,607,96,11,0,0
29,10,114,342,45,4
14,1,0,0,0,0
11,1,0,0,0,0
59,327,47,3,0,0
12,125,28,2,0,0
113,33,4,5,0,0
197,70,9,3,0,0
75,716,109,24,1,2
28,516,71,2,0,0
107,24,9,1,0,0
41,7,1,3,0,0
12,2,6,8,0,0
35,553,79,7,0,0
28,346,51,1,0,0
28,319,47,5,0,0
17,4,1,5,0,0
47,292,44,1,0,0
38,314,39,4,0,0
143,53,9,14,0,0
45,8,2,5,0,0
49,15,3,2,0,0
36,18,2,3,0,0
70,748,121,10,0,0
13,4,2,1,0,0
46,23,1,3,0,0
92,763,145,2,0,0
104,181,27,2,0,0
109,81,14,9,1,2
47,3,2,8,0,0
0,0,0,0,11,3
12,261,50,3,0,0
50,22,3,3,0,0
7,5,1,1,0,0
24,304,68,1,0,0
5,3,2,1,0,0
56,78,13,9,0,0
49,447,60,1,0,0
14,303,51,8,0,0
71,827,180,15,0,0
0,0,0,5,4,4
31,9,1,1,0,0
24,10,4,1,0,0
0,0,0,0,0,10
0,0,0,0,0,15
78,23,3,4,0,0
13,1,0,0,0,0
21,1,0,0,0,0
29,309,46,12,0,0
50,600,89,13,26,1
66,11,9,1,0,0
119,38,2,5,0,0
14,1,0,0,0,0
0,0,0,0,4,15
18,12,2,1,0,0
13,1,0,0,0,0
24,18,10,3,0,0
12,7,1,117,5,2
53,24,3,6,0,0
26,494,91,1,0,0
21,7,1,4,0,0
4,5,2,1,0,0
47,10,3,1,0,0
60,26,5,5,0,0
166,51,25,166,21,148
43,370,64,1,0,0
10,8,12,130,9,14
0,0,0,6,2,4
195,100,24,45,4,3
155,56,7,2,0,0
13,1,1,6,2,1
13,76,8,3,0,0
11,1,0,0,0,0
35,220,38,5,0,0
0,0,0,14,0,0
26,16,7,14,0,0
216,51,3,5,0,0
77,501,85,5,0,0
91,32,151,998,78,109
30,12,5,7,0,0
46,336,81,1,0,0
99,22,3,1,0,0
115,35,5,37,1,3
35,639,82,17,0,0
34,17,2,3,0,0
8,16,5,7,0,0
49,13,2,2,0,0
49,23,13,60,2,13
4,7,2,1,0,0
74,795,117,3,0,0
25,268,35,5,0,0
15,9,24,60,3,2
88,38,4,1,0,0
17,241,42,3,0,0
30,11,1,2,0,0
18,299,27,1,0,0
87,21,12,20,3,2
10,7,113,1013,4,91
52,34,3,2,0,0
13,198,41,1,0,0
79,705,119,13,0,0
20,19,51,373,20,26
81,38,5,3,0,0
