6.903566536493599415e-04,9.150466648861765862e-04,1.141446642577648163e-03,1.522276666946709156e-03,1.761100022122263908e-03,1.981973415240645409e-03,2.251940080896019936e-03,2.490203361958265305e-03,2.740310039371252060e-03,2.976213349029421806e-03,3.364600008353590965e-03,3.589069936424493790e-03,3.809376619756221771e-03,4.204240161925554276e-03,4.440576769411563873e-03,4.674213472753763199e-03,5.074523389339447021e-03,5.313806701451539993e-03,5.568809807300567627e-03,6.234733387827873230e-03,6.487726699560880661e-03,6.937906611710786819e-03,7.315829861909151077e-03,7.732793223112821579e-03,8.084160275757312775e-03
3.766666623050696217e-07,4.133333391109772492e-07,5.366666755435289815e-07,7.833333484086324461e-07,7.766666385577991605e-07,8.299999763039522804e-07,9.966666993932449259e-07,1.010000005408073775e-06,1.219999944623850752e-06,1.399999973727972247e-06,9.233333457814296708e-07,1.243333372258348390e-06,1.026666723191738129e-06,1.320000023952161428e-06,1.293333298235666007e-06,1.156666712631704286e-06,1.693333388175233267e-06,2.073333234875462949e-06,2.506666760382358916e-06,2.783333229672280140e-06,3.006666702276561409e-06,3.563333393685752526e-06,4.036666723550297320e-06,4.340000032243551686e-06,4.003333287982968614e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.957983434200286865e-03,7.852526381611824036e-03,9.740740060806274414e-03,1.287494972348213196e-02,1.476821303367614746e-02,1.669199578464031219e-02,1.885632984340190887e-02,2.077220380306243896e-02,2.267590910196304321e-02,2.453269250690937042e-02,2.765979617834091187e-02,2.954334020614624023e-02,3.143199905753135681e-02,3.457010537385940552e-02,3.642582148313522339e-02,3.835525736212730408e-02,4.135986045002937317e-02,4.323887825012207031e-02,4.512830078601837158e-02,4.995008930563926697e-02,5.184250697493553162e-02,5.479535460472106934e-02,5.760541185736656189e-02,6.068299710750579834e-02,6.303802132606506348e-02
4.088666537427343428e-05,5.442666588351130486e-05,6.573666905751451850e-05,8.857333159539848566e-05,1.007066675811074674e-04,1.153966659330762923e-04,1.299233263125643134e-04,1.439699990442022681e-04,1.557633368065580726e-04,1.686633331701159477e-04,1.937100023496896029e-04,2.095533272949978709e-04,2.239199966425076127e-04,2.485666773281991482e-04,2.648033259902149439e-04,2.814200124703347683e-04,3.045966732315719128e-04,3.177800099365413189e-04,3.335833316668868065e-04,3.695433260872960091e-04,3.814133233390748501e-04,4.109833389520645142e-04,4.441866767592728138e-04,4.620966792572289705e-04,4.766133206430822611e-04
1.726666710055724252e-06,2.213333345935097896e-06,2.423333398837712593e-06,3.573333287931745872e-06,4.056666512042284012e-06,4.943333351548062637e-06,5.710000095859868452e-06,5.856666575709823519e-06,6.196666618052404374e-06,6.693333489238284528e-06,7.956667104735970497e-06,8.243333468271885067e-06,8.609999895270448178e-06,9.093333574128337204e-06,9.283333383791614324e-06,9.566666449245531112e-06,1.092666661861585453e-05,1.180666640721028671e-05,1.275333306693937629e-05,1.398666699969908223e-05,1.364333365927450359e-05,1.316333327849861234e-05,1.646666714805178344e-05,1.852999957918655127e-05,1.964333387149963528e-05
2.782000046863686293e-05,4.076333425473421812e-05,5.363333184504881501e-05,8.472333138342946768e-05,1.051033323165029287e-04,1.291466614929959178e-04,1.603433338459581137e-04,1.955699990503489971e-04,2.358399942750111222e-04,2.884099958464503288e-04,3.892533422913402319e-04,4.676433454733341932e-04,5.612733075395226479e-04,7.443966460414230824e-04,8.881100220605731010e-04,1.052750041708350182e-03,1.379600027576088905e-03,1.626166631467640400e-03,1.924009993672370911e-03,2.934280084446072578e-03,3.437483217567205429e-03,4.433713387697935104e-03,5.621300078928470612e-03,7.281853351742029190e-03,8.861140348017215729e-03
2.259999973830417730e-06,3.243333367208833806e-06,3.936666871595662087e-06,6.283333277679048479e-06,7.333333542192121968e-06,8.893332960724364966e-06,1.046666693582665175e-05,9.793333447305485606e-06,1.059333317243726924e-05,1.188666647067293525e-05,1.358666668238583952e-05,1.473666634410619736e-05,1.633666579436976463e-05,2.001000029849819839e-05,2.128999949491117150e-05,2.169666731788311154e-05,2.462666634528432041e-05,2.554333332227542996e-05,2.844666596502065659e-05,3.402999936952255666e-05,3.687333446578122675e-05,3.985666626249440014e-05,4.592666664393618703e-05,5.138666529092006385e-05,5.320333366398699582e-05
4.666666697517030116e-08,3.999999975690116116e-08,5.000000058430487115e-08,1.666666662458737846e-07,2.933333291821327293e-07,2.900000026784255169e-07,3.033333371149637969e-07,3.133333450477948645e-07,5.433333285509434063e-07,6.733333179909095634e-07,1.050000037139398046e-06,1.033333319355733693e-06,8.966666769083531108e-07,9.799999816095805727e-07,9.266666438634274527e-07,9.599999657439184375e-07,9.066666848411841784e-07,8.800000159681076184e-07,7.033333417894027662e-07,7.333333087444771081e-07,8.166666702891234308e-07,8.100000172817090061e-07,7.666666874683869537e-07,8.333333312293689232e-07,1.040000029206566978e-06
8.207630366086959839e-03,4.287973046302795410e-02,1.943337768316268921e-01,7.880358695983886719e-01,9.523405432701110840e-01,9.907801151275634766e-01,9.985977411270141602e-01,9.997375607490539551e-01,9.999518394470214844e-01,9.999905824661254883e-01,9.999992847442626953e-01,9.999998807907104492e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.666666774179930144e-09,6.666666774179930144e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333387089965072e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666774179930144e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.538300029002130032e-04,9.475833503529429436e-04,1.539266668260097504e-03,3.242773236706852913e-03,4.991869907826185226e-03,7.637956645339727402e-03,1.225823350250720978e-02,1.855128072202205658e-02,2.800864726305007935e-02,4.192361980676651001e-02,7.944137603044509888e-02,1.157350763678550720e-01,1.655955165624618530e-01,2.805943787097930908e-01,3.715690374374389648e-01,4.724594056606292725e-01,6.376767754554748535e-01,7.273214459419250488e-01,8.016173839569091797e-01,9.232063293457031250e-01,9.479725956916809082e-01,9.728261828422546387e-01,9.852231144905090332e-01,9.924343228340148926e-01,9.954934120178222656e-01
7.840000034775584936e-05,1.071500009857118130e-04,1.323900069110095501e-04,1.690933277131989598e-04,1.937899942276999354e-04,2.194666594732552767e-04,2.444866695441305637e-04,2.732133434619754553e-04,3.017633280251175165e-04,3.279966767877340317e-04,3.761833359021693468e-04,4.091433365829288960e-04,4.308799980208277702e-04,4.753533285111188889e-04,5.001266836188733578e-04,5.250566755421459675e-04,5.576233379542827606e-04,5.824399995617568493e-04,6.086866487748920918e-04,6.931933457963168621e-04,7.221000269055366516e-04,7.681300048716366291e-04,8.150866487994790077e-04,8.621433516964316368e-04,8.995533571578562260e-04
1.792333387129474431e-05,2.257333289890084416e-05,2.942333412647712976e-05,3.949000165448524058e-05,4.584999987855553627e-05,5.305000013322569430e-05,5.740666529163718224e-05,6.432333611883223057e-05,7.192000339273363352e-05,7.902666402515023947e-05,9.015333489514887333e-05,9.480000153416767716e-05,1.017699978547170758e-04,1.140033346018753946e-04,1.206733359140343964e-04,1.266299950657412410e-04,1.298499992117285728e-04,1.363466726616024971e-04,1.420199987478554249e-04,1.548666623421013355e-04,1.588633313076570630e-04,1.677666732575744390e-04,1.782333274604752660e-04,1.895033346954733133e-04,1.990266609936952591e-04
1.669999960540735628e-06,3.189999915775842965e-06,5.630000032397219911e-06,1.372333372273715213e-05,2.438333285681437701e-05,4.129000080865807831e-05,7.214333163574337959e-05,1.170166651718318462e-04,1.867033279268071055e-04,3.037866554223001003e-04,6.586299859918653965e-04,1.067513367161154747e-03,1.746366615407168865e-03,3.843173384666442871e-03,6.198243238031864166e-03,1.002635620534420013e-02,2.173943258821964264e-02,3.472921252250671387e-02,5.505887418985366821e-02,1.715853065252304077e-01,2.513091266155242920e-01,4.238848388195037842e-01,6.029025316238403320e-01,7.688851952552795410e-01,8.587207794189453125e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333387089965072e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333387089965072e-09,9.999999939225290291e-09,0.000000000000000000e+00,1.666666626931601058e-08,1.333333354835986029e-08,4.666666697517030116e-08,6.666666774179930144e-09,0.000000000000000000e+00,0.000000000000000000e+00,3.333333387089965072e-09,0.000000000000000000e+00,3.333333387089965072e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.333333419343944115e-08,1.166666692142825923e-07,1.333333301545280847e-07,3.366666589954547817e-07,3.333333324917475693e-07,2.666666603090561694e-07,3.366666589954547817e-07,3.833333437341934768e-07,3.933333232453151140e-07,4.799999828719592188e-07,8.800000159681076184e-07,9.599999657439184375e-07,1.383333369631145615e-06,1.583333300914091524e-06,2.256666675748419948e-06,2.543333266658009961e-06,3.646666755230398849e-06,4.663333129428792745e-06,5.983333267067791894e-06,1.013000019156606868e-05,1.272666668228339404e-05,1.692333353275898844e-05,2.409333319519646466e-05,3.553333226591348648e-05,4.611666736309416592e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.339366806671023369e-04,1.231739996001124382e-03,1.535439980216324329e-03,2.007903298363089561e-03,2.310336567461490631e-03,2.607830101624131203e-03,2.955276751890778542e-03,3.250529989600181580e-03,3.549476619809865952e-03,3.860083408653736115e-03,4.340989980846643448e-03,4.643090069293975830e-03,4.954630043357610703e-03,5.452270153909921646e-03,5.749559961259365082e-03,6.061209831386804581e-03,6.537163164466619492e-03,6.851963233202695847e-03,7.124756462872028351e-03,7.905689999461174011e-03,8.243016898632049561e-03,8.719730190932750702e-03,9.157549589872360229e-03,9.674333035945892334e-03,1.002835668623447418e-02
3.266666794843331445e-07,3.700000092976551969e-07,8.100000172817090061e-07,1.743333314152550884e-06,2.583333298389334232e-06,4.506666755332844332e-06,7.423333499900763854e-06,1.129333304561441764e-05,1.772333416738547385e-05,2.841999958036467433e-05,5.870333188795484602e-05,8.976333629107102752e-05,1.417500025127083063e-04,2.939866681117564440e-04,4.617133236024528742e-04,7.245266460813581944e-04,1.479436643421649933e-03,2.299663377925753593e-03,3.602530108764767647e-03,1.162773650139570236e-02,1.812146604061126709e-02,3.699119016528129578e-02,7.007818669080734253e-02,1.351392418146133423e-01,2.149738371372222900e-01
2.206170000135898590e-03,9.665800258517265320e-03,4.109007492661476135e-02,3.222340345382690430e-01,6.762775778770446777e-01,9.017173647880554199e-01,9.797993898391723633e-01,9.953210353851318359e-01,9.989278316497802734e-01,9.997563362121582031e-01,9.999774694442749023e-01,9.999952316284179688e-01,9.999988675117492676e-01,9.999999403953552246e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999957179898047e-07,2.600000073016417446e-07,2.633333338053489570e-07,3.199999980552092893e-07,3.799999888087768340e-07,4.933333457302069291e-07,3.733333358013624093e-07,3.899999967416079016e-07,5.266666676106979139e-07,5.366666755435289815e-07,6.899999789311550558e-07,9.500000146545062307e-07,8.100000172817090061e-07,9.599999657439184375e-07,1.003333295557240490e-06,9.033333299157675356e-07,9.766666835275827907e-07,1.433333295608463231e-06,1.316666612183325924e-06,9.799999816095805727e-07,8.466666940876166336e-07,1.020000013340904843e-06,1.243333372258348390e-06,1.476666625421785284e-06,1.436666707377298735e-06
1.179851684719324112e-02,1.563338935375213623e-02,1.945941336452960968e-02,2.579771913588047028e-02,2.979670278728008270e-02,3.377187997102737427e-02,3.827096521854400635e-02,4.230699688196182251e-02,4.631739482283592224e-02,5.037634819746017456e-02,5.712250247597694397e-02,6.121634319424629211e-02,6.539288163185119629e-02,7.219254970550537109e-02,7.643019407987594604e-02,8.074101060628890991e-02,8.775385469198226929e-02,9.210433810949325562e-02,9.640744328498840332e-02,1.079804524779319763e-01,1.123894155025482178e-01,1.197345554828643799e-01,1.264819204807281494e-01,1.338492035865783691e-01,1.395876556634902954e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666774179930144e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666774179930144e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.999999987845058058e-08,2.333333348758515058e-08
1.436991989612579346e-02,2.004040963947772980e-02,2.624132297933101654e-02,3.783977031707763672e-02,4.589711502194404602e-02,5.469837039709091187e-02,6.570675969123840332e-02,7.645871490240097046e-02,8.816490322351455688e-02,1.009509414434432983e-01,1.240270435810089111e-01,1.398138403892517090e-01,1.567904204130172729e-01,1.870982348918914795e-01,2.073285579681396484e-01,2.287449687719345093e-01,2.663401365280151367e-01,2.909238934516906738e-01,3.165137767791748047e-01,3.877389729022979736e-01,4.161149263381958008e-01,4.629102647304534912e-01,5.064138174057006836e-01,5.531111359596252441e-01,5.883036851882934570e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.699999863078119233e-06,6.333333203656366095e-06,7.206666850834153593e-06,1.005666672426741570e-05,1.151666674559237435e-05,1.369999972666846588e-05,1.605333272891584784e-05,1.886000063677784055e-05,1.971666642930358648e-05,2.220666647190228105e-05,2.592000055301468819e-05,2.871666583814658225e-05,3.219333302695304155e-05,3.996666782768443227e-05,4.401000114739872515e-05,4.810666723642498255e-05,5.490666808327659965e-05,6.078333171899430454e-05,6.691333692288026214e-05,8.325666567543521523e-05,8.896333019947633147e-05,9.868999768514186144e-05,1.126900024246424437e-04,1.249666674993932247e-04,1.300033327424898744e-04
